doc_id,category,gt_bucket,ground_truth,pred_p90,rel_error_signed,abs_err_p90,best_tiebreak_quantile,question
251,large_overestimate,1-3m,1.2,2.368635036160654,0.9738625301338782,1.168635036160654,median,"Measuring from the closest point of each object, what is the distance between the table and the chair (in meters)?"
253,large_underestimate,1-3m,2.6,1.0365347365427666,-0.6013327936373974,1.5634652634572335,p90,"Measuring from the closest point of each object, what is the distance between the stool and the refrigerator (in meters)?"
255,large_underestimate,>=3m,5.2,2.0967209106031586,-0.5967844402686233,3.1032790893968416,p90,"Measuring from the closest point of each object, what is the distance between the refrigerator and the table (in meters)?"
256,large_overestimate,1-3m,1.0,1.8996682507679916,0.8996682507679916,0.8996682507679916,median,"Measuring from the closest point of each object, what is the distance between the refrigerator and the stool (in meters)?"
257,large_underestimate,>=3m,9.1,1.411078009841095,-0.8449364824350445,7.688921990158905,p90,"Measuring from the closest point of each object, what is the distance between the tv and the refrigerator (in meters)?"
258,large_underestimate,>=3m,8.8,0.9593505746523822,-0.8909828892440474,7.840649425347618,p90,"Measuring from the closest point of each object, what is the distance between the tv and the stove (in meters)?"
259,large_underestimate,>=3m,5.5,2.5297635835711603,-0.5400429848052436,2.9702364164288397,p90,"Measuring from the closest point of each object, what is the distance between the chair and the tv (in meters)?"
262,large_overestimate,1-3m,1.0,2.6764756508361613,1.6764756508361613,1.6764756508361613,median,"Measuring from the closest point of each object, what is the distance between the stool and the bed (in meters)?"
263,large_underestimate,1-3m,2.8,1.0763474169522247,-0.6155902082313482,1.7236525830477751,p90,"Measuring from the closest point of each object, what is the distance between the stool and the table (in meters)?"
264,large_overestimate,<1m,0.5,0.9048264756555551,0.8096529513111101,0.4048264756555551,p25,"Measuring from the closest point of each object, what is the distance between the washer and the stove (in meters)?"
267,large_underestimate,>=3m,9.4,2.3233680655165663,-0.7528331845195142,7.076631934483434,p90,"Measuring from the closest point of each object, what is the distance between the stove and the tv (in meters)?"
268,large_underestimate,>=3m,8.0,2.1097085590097207,-0.7362864301237849,5.890291440990279,p90,"Measuring from the closest point of each object, what is the distance between the stove and the fireplace (in meters)?"
269,large_underestimate,1-3m,1.2,0.5178210242320243,-0.5684824798066465,0.6821789757679757,p90,"Measuring from the closest point of each object, what is the distance between the fireplace and the sofa (in meters)?"
270,large_underestimate,1-3m,1.7,0.4902096375628083,-0.7116413896689363,1.2097903624371917,p90,"Measuring from the closest point of each object, what is the distance between the tv and the fireplace (in meters)?"
271,large_underestimate,>=3m,4.1,1.7176410775511763,-0.5810631518167861,2.382358922448823,p90,"Measuring from the closest point of each object, what is the distance between the stove and the sofa (in meters)?"
272,large_underestimate,>=3m,5.8,1.3663100458247335,-0.7644293024440114,4.433689954175266,p90,"Measuring from the closest point of each object, what is the distance between the stove and the fireplace (in meters)?"
273,large_underestimate,>=3m,4.2,1.3975521039570225,-0.6672494990578518,2.8024478960429775,p90,"Measuring from the closest point of each object, what is the distance between the stool and the washer (in meters)?"
274,large_underestimate,>=3m,3.6,1.4796566956204247,-0.5889842512165487,2.1203433043795754,p90,"Measuring from the closest point of each object, what is the distance between the stool and the dishwasher (in meters)?"
275,large_underestimate,>=3m,3.5,1.5198555829720726,-0.565755547722265,1.9801444170279274,p90,"Measuring from the closest point of each object, what is the distance between the sofa and the bed (in meters)?"
276,large_underestimate,>=3m,3.4,1.2087060022067888,-0.6444982346450621,2.191293997793211,p90,"Measuring from the closest point of each object, what is the distance between the stool and the bed (in meters)?"
278,large_underestimate,>=3m,4.1,1.3814370883209226,-0.663064124799775,2.718562911679077,p90,"Measuring from the closest point of each object, what is the distance between the tv and the sofa (in meters)?"
280,large_overestimate,<1m,0.4,1.4239918861069185,2.5599797152672963,1.0239918861069186,p25,"Measuring from the closest point of each object, what is the distance between the tv and the fireplace (in meters)?"
281,large_underestimate,>=3m,4.9,1.246107664510355,-0.7456923133652337,3.6538923354896453,p90,"Measuring from the closest point of each object, what is the distance between the washer and the fireplace (in meters)?"
282,large_underestimate,>=3m,4.0,1.3631371351239798,-0.6592157162190051,2.6368628648760204,p90,"Measuring from the closest point of each object, what is the distance between the washer and the tv (in meters)?"
283,large_underestimate,>=3m,4.3,2.029851974713609,-0.5279414012293933,2.270148025286391,p90,"Measuring from the closest point of each object, what is the distance between the dishwasher and the fireplace (in meters)?"
286,large_overestimate,<1m,0.5,1.3748663297121642,1.7497326594243283,0.8748663297121642,p25,"Measuring from the closest point of each object, what is the distance between the tv and the fireplace (in meters)?"
289,large_underestimate,1-3m,2.7,0.9055939716163371,-0.6645948253272825,1.794406028383663,p90,"Measuring from the closest point of each object, what is the distance between the stool and the fireplace (in meters)?"
291,large_underestimate,1-3m,2.7,0.9812779296188254,-0.6365637297708054,1.7187220703811747,p90,"Measuring from the closest point of each object, what is the distance between the tv and the washer (in meters)?"
293,large_underestimate,1-3m,2.0,0.8229662846508918,-0.5885168576745541,1.1770337153491082,p90,"Measuring from the closest point of each object, what is the distance between the table and the fireplace (in meters)?"
295,large_underestimate,1-3m,2.3,0.7818214741669453,-0.6600776199274151,1.5181785258330547,p90,"Measuring from the closest point of each object, what is the distance between the fireplace and the bed (in meters)?"
297,large_underestimate,>=3m,5.3,1.883477574119348,-0.6446268728076703,3.416522425880652,p90,"Measuring from the closest point of each object, what is the distance between the chair and the tv (in meters)?"
298,large_underestimate,>=3m,4.1,1.5336401756738127,-0.6259414205673628,2.566359824326187,p90,"Measuring from the closest point of each object, what is the distance between the chair and the fireplace (in meters)?"
299,large_underestimate,>=3m,3.6,1.7085036312139383,-0.5254156579961282,1.8914963687860618,p90,"Measuring from the closest point of each object, what is the distance between the stove and the chair (in meters)?"
304,large_underestimate,>=3m,4.8,1.9613722120632933,-0.5913807891534806,2.838627787936707,p90,"Measuring from the closest point of each object, what is the distance between the stove and the sofa (in meters)?"
305,large_underestimate,1-3m,1.1,0.45824235606675184,-0.5834160399393165,0.6417576439332482,p90,"Measuring from the closest point of each object, what is the distance between the stool and the table (in meters)?"
306,large_underestimate,1-3m,1.2,0.5276743210020821,-0.5602713991649315,0.6723256789979178,p90,"Measuring from the closest point of each object, what is the distance between the stool and the chair (in meters)?"
312,large_overestimate,<1m,0.4,0.8353296382089537,1.088324095522384,0.43532963820895365,median,"Measuring from the closest point of each object, what is the distance between the table and the tv (in meters)?"
314,large_underestimate,1-3m,2.8,1.2506908179140022,-0.5533247078878564,1.5493091820859977,p90,"Measuring from the closest point of each object, what is the distance between the dishwasher and the refrigerator (in meters)?"
316,large_underestimate,>=3m,6.0,0.9800652170912644,-0.8366557971514559,5.019934782908735,p90,"Measuring from the closest point of each object, what is the distance between the refrigerator and the tv (in meters)?"
317,large_underestimate,>=3m,8.1,2.5554336511376925,-0.684514364057075,5.544566348862308,p90,"Measuring from the closest point of each object, what is the distance between the bed and the tv (in meters)?"
318,large_overestimate,<1m,0.5,0.9042615556055326,0.8085231112110651,0.40426155560553256,p25,"Measuring from the closest point of each object, what is the distance between the tv and the fireplace (in meters)?"
319,large_underestimate,>=3m,8.4,2.188453131810766,-0.7394698652606231,6.2115468681892345,p90,"Measuring from the closest point of each object, what is the distance between the dishwasher and the fireplace (in meters)?"
320,large_underestimate,>=3m,8.5,2.709179131019093,-0.6812730434095184,5.790820868980907,p90,"Measuring from the closest point of each object, what is the distance between the bed and the fireplace (in meters)?"
321,large_underestimate,>=3m,8.7,1.278340792947853,-0.8530642766726605,7.421659207052146,p90,"Measuring from the closest point of each object, what is the distance between the dishwasher and the tv (in meters)?"
324,large_overestimate,<1m,0.7,4.014407950565416,4.734868500807737,3.314407950565416,median,"Measuring from the closest point of each object, what is the distance between the stool and the tv (in meters)?"
327,large_overestimate,<1m,0.4,1.3995314826806406,2.4988287067016013,0.9995314826806406,p10,"Measuring from the closest point of each object, what is the distance between the stool and the chair (in meters)?"
329,large_underestimate,>=3m,3.4,0.7743753017445869,-0.7722425583104155,2.625624698255413,p90,"Measuring from the closest point of each object, what is the distance between the stool and the bed (in meters)?"
330,large_overestimate,<1m,0.9,2.1431505198905816,1.3812783554339796,1.2431505198905817,p25,"Measuring from the closest point of each object, what is the distance between the washer and the toilet (in meters)?"
333,large_underestimate,1-3m,2.5,0.7365695708166462,-0.7053721716733415,1.7634304291833538,p90,"Measuring from the closest point of each object, what is the distance between the washer and the refrigerator (in meters)?"
334,large_underestimate,>=3m,3.9,0.9512887765409388,-0.7560798008869388,2.9487112234590613,p90,"Measuring from the closest point of each object, what is the distance between the washer and the stove (in meters)?"
335,large_underestimate,>=3m,3.4,1.0068915477885216,-0.703855427121023,2.3931084522114783,p90,"Measuring from the closest point of each object, what is the distance between the washer and the table (in meters)?"
336,large_overestimate,<1m,0.4,0.7143025068853912,0.7857562672134779,0.3143025068853912,median,"Measuring from the closest point of each object, what is the distance between the stool and the bed (in meters)?"
338,large_underestimate,>=3m,3.3,1.353816445171692,-0.5897525923722144,1.9461835548283077,p90,"Measuring from the closest point of each object, what is the distance between the stove and the stool (in meters)?"
339,large_underestimate,1-3m,1.8,0.8844358027752848,-0.5086467762359529,0.9155641972247153,p90,"Measuring from the closest point of each object, what is the distance between the stove and the sofa (in meters)?"
343,large_overestimate,<1m,0.5,1.1161668419253516,1.2323336838507033,0.6161668419253516,p25,"Measuring from the closest point of each object, what is the distance between the table and the sofa (in meters)?"
344,large_overestimate,1-3m,1.7,2.748992080903524,0.6170541652373672,1.0489920809035242,median,"Measuring from the closest point of each object, what is the distance between the bathtub and the washer (in meters)?"
346,large_underestimate,>=3m,4.0,1.779323648952418,-0.5551690877618956,2.220676351047582,p90,"Measuring from the closest point of each object, what is the distance between the chair and the stool (in meters)?"
347,large_underestimate,>=3m,5.5,2.154596311290599,-0.608255216128982,3.345403688709401,p90,"Measuring from the closest point of each object, what is the distance between the sofa and the stool (in meters)?"
348,large_underestimate,>=3m,3.6,1.4195272297351897,-0.6056868806291139,2.18047277026481,p90,"Measuring from the closest point of each object, what is the distance between the sofa and the bed (in meters)?"
349,large_underestimate,>=3m,3.2,1.5288847941298438,-0.5222235018344238,1.6711152058701564,p90,"Measuring from the closest point of each object, what is the distance between the sofa and the chair (in meters)?"
353,large_underestimate,>=3m,4.4,1.9151137187856606,-0.5647468820941681,2.4848862812143397,p90,"Measuring from the closest point of each object, what is the distance between the table and the tv (in meters)?"
356,large_overestimate,<1m,0.8,1.431485006733449,0.7893562584168112,0.631485006733449,p25,"Measuring from the closest point of each object, what is the distance between the table and the refrigerator (in meters)?"
359,large_overestimate,<1m,0.7,1.420130260201765,1.02875751457395,0.720130260201765,p25,"Measuring from the closest point of each object, what is the distance between the table and the refrigerator (in meters)?"
637,large_overestimate,<1m,0.5,0.9738316769918469,0.9476633539836938,0.4738316769918469,median,"Measuring from the closest point of each object, what is the distance between the cup and the power strip (in meters)?"
638,large_underestimate,>=3m,3.8,1.7185971211071325,-0.5477375997086494,2.0814028788928676,p90,"Measuring from the closest point of each object, what is the distance between the computer mouse and the door (in meters)?"
640,large_underestimate,>=3m,3.0,1.364905306920112,-0.5450315643599627,1.635094693079888,p90,"Measuring from the closest point of each object, what is the distance between the trash can and the telephone (in meters)?"
641,large_underestimate,>=3m,4.4,1.854064049549619,-0.5786218069205412,2.5459359504503816,p90,"Measuring from the closest point of each object, what is the distance between the coat rack and the telephone (in meters)?"
644,large_underestimate,>=3m,4.6,1.797274130866225,-0.6092882324203858,2.8027258691337744,p90,"Measuring from the closest point of each object, what is the distance between the door and the telephone (in meters)?"
650,large_underestimate,>=3m,4.7,1.934154595979777,-0.5884777455362177,2.765845404020223,p90,"Measuring from the closest point of each object, what is the distance between the heater and the sofa (in meters)?"
651,large_underestimate,>=3m,4.4,1.9180739862074936,-0.5640740940437515,2.4819260137925068,p90,"Measuring from the closest point of each object, what is the distance between the bookshelf and the sofa (in meters)?"
652,large_overestimate,<1m,0.4,2.0644232216921905,4.161058054230476,1.6644232216921906,p10,"Measuring from the closest point of each object, what is the distance between the power strip and the sofa (in meters)?"
654,large_underestimate,>=3m,5.6,2.2622772822346437,-0.5960219138866707,3.337722717765356,p90,"Measuring from the closest point of each object, what is the distance between the power strip and the bookshelf (in meters)?"
655,large_overestimate,<1m,0.4,1.0071502378908523,1.5178755947271307,0.6071502378908523,p05,"Measuring from the closest point of each object, what is the distance between the chair and the monitor (in meters)?"
659,large_underestimate,>=3m,4.5,2.1399598119785344,-0.5244533751158813,2.3600401880214656,p90,"Measuring from the closest point of each object, what is the distance between the door and the heater (in meters)?"
660,large_underestimate,>=3m,4.3,1.9504961633244429,-0.5463962410873388,2.3495038366755567,p90,"Measuring from the closest point of each object, what is the distance between the computer tower and the bookshelf (in meters)?"
661,large_underestimate,>=3m,4.6,1.5772872346316358,-0.6571114707322531,3.0227127653683636,p90,"Measuring from the closest point of each object, what is the distance between the telephone and the computer tower (in meters)?"
663,large_underestimate,>=3m,4.1,1.5325643760126313,-0.6262038107286264,2.567435623987368,p90,"Measuring from the closest point of each object, what is the distance between the door and the bookshelf (in meters)?"
664,large_underestimate,>=3m,4.8,2.0048866400003966,-0.5823152833332507,2.795113359999603,p90,"Measuring from the closest point of each object, what is the distance between the heater and the computer tower (in meters)?"
669,large_underestimate,>=3m,4.8,1.8024408404722099,-0.6244914915682896,2.99755915952779,p90,"Measuring from the closest point of each object, what is the distance between the telephone and the tv (in meters)?"
670,large_underestimate,1-3m,1.8,0.8301736201350707,-0.5387924332582941,0.9698263798649294,p90,"Measuring from the closest point of each object, what is the distance between the door and the tv (in meters)?"
671,large_underestimate,>=3m,7.1,2.4110742289545026,-0.6604120804289433,4.688925771045497,p90,"Measuring from the closest point of each object, what is the distance between the door and the telephone (in meters)?"
672,large_underestimate,>=3m,7.0,2.160047734987303,-0.6914217521446709,4.8399522650126965,p90,"Measuring from the closest point of each object, what is the distance between the telephone and the trash can (in meters)?"
673,large_underestimate,>=3m,6.8,1.1173926896356874,-0.8356775456418107,5.682607310364313,p90,"Measuring from the closest point of each object, what is the distance between the keyboard and the trash can (in meters)?"
674,large_overestimate,<1m,0.4,1.228480655191548,2.0712016379788696,0.8284806551915479,p25,"Measuring from the closest point of each object, what is the distance between the whiteboard and the trash can (in meters)?"
675,large_underestimate,>=3m,7.2,0.7249387727761343,-0.899314059336648,6.475061227223866,p90,"Measuring from the closest point of each object, what is the distance between the whiteboard and the telephone (in meters)?"
676,large_underestimate,>=3m,7.1,1.6205536500665987,-0.7717530070328734,5.479446349933401,p90,"Measuring from the closest point of each object, what is the distance between the whiteboard and the keyboard (in meters)?"
680,large_overestimate,<1m,0.5,1.4880907843472473,1.9761815686944946,0.9880907843472473,p05,"Measuring from the closest point of each object, what is the distance between the refrigerator and the ceiling light (in meters)?"
681,large_overestimate,<1m,0.4,1.622673883737478,3.056684709343694,1.2226738837374778,min,"Measuring from the closest point of each object, what is the distance between the microwave and the door (in meters)?"
684,large_underestimate,1-3m,1.9,0.7332912963311393,-0.614057212457295,1.1667087036688606,p90,"Measuring from the closest point of each object, what is the distance between the microwave and the heater (in meters)?"
689,large_overestimate,<1m,0.4,1.191976471206068,1.9799411780151701,0.7919764712060681,p10,"Measuring from the closest point of each object, what is the distance between the heater and the refrigerator (in meters)?"
692,large_overestimate,<1m,0.9,2.263859736749945,1.515399707499939,1.3638597367499452,p75,"Measuring from the closest point of each object, what is the distance between the heater and the door (in meters)?"
694,large_overestimate,<1m,0.9,1.571759294214773,0.7463992157941921,0.6717592942147729,p25,"Measuring from the closest point of each object, what is the distance between the monitor and the door (in meters)?"
695,large_overestimate,<1m,0.9,2.1799759901379523,1.4221955445977248,1.2799759901379524,min,"Measuring from the closest point of each object, what is the distance between the door and the ceiling light (in meters)?"
699,large_underestimate,1-3m,1.6,0.6460506921934739,-0.5962183173790788,0.9539493078065262,p90,"Measuring from the closest point of each object, what is the distance between the cup and the ceiling light (in meters)?"
700,large_overestimate,<1m,0.7,1.3482996490331065,0.9261423557615809,0.6482996490331066,p25,"Measuring from the closest point of each object, what is the distance between the door and the ceiling light (in meters)?"
702,large_overestimate,<1m,0.5,1.5481147181871013,2.0962294363742027,1.0481147181871013,min,"Measuring from the closest point of each object, what is the distance between the door and the exhaust fan (in meters)?"
704,large_overestimate,<1m,0.4,0.9482942616362104,1.370735654090526,0.5482942616362104,p10,"Measuring from the closest point of each object, what is the distance between the toilet and the door (in meters)?"
709,large_overestimate,<1m,0.5,1.472584278616355,1.94516855723271,0.972584278616355,p05,"Measuring from the closest point of each object, what is the distance between the door and the chair (in meters)?"
712,large_overestimate,<1m,0.8,1.872478399930101,1.340597999912626,1.0724783999301009,p75,"Measuring from the closest point of each object, what is the distance between the toilet and the shoe rack (in meters)?"
716,large_underestimate,>=3m,4.0,1.2918044442964598,-0.677048888925885,2.70819555570354,p90,"Measuring from the closest point of each object, what is the distance between the shoe rack and the laptop (in meters)?"
717,large_overestimate,<1m,0.8,1.5648411555045918,0.9560514443807396,0.7648411555045918,median,"Measuring from the closest point of each object, what is the distance between the toilet and the basket (in meters)?"
718,large_overestimate,<1m,0.4,1.1101494665305989,1.775373666326497,0.7101494665305988,p05,"Measuring from the closest point of each object, what is the distance between the bed and the chair (in meters)?"
719,large_overestimate,<1m,0.7,1.2152030628776282,0.7360043755394691,0.5152030628776283,p25,"Measuring from the closest point of each object, what is the distance between the bed and the heater (in meters)?"
720,large_underestimate,1-3m,2.1,0.9831032178395279,-0.5318556105526058,1.116896782160472,p90,"Measuring from the closest point of each object, what is the distance between the ceiling light and the chair (in meters)?"
723,large_underestimate,1-3m,2.3,1.0626354477133055,-0.5379845879507367,1.2373645522866943,p90,"Measuring from the closest point of each object, what is the distance between the cup and the heater (in meters)?"
724,large_overestimate,<1m,0.9,2.009731295921313,1.2330347732459035,1.1097312959213133,median,"Measuring from the closest point of each object, what is the distance between the trash can and the keyboard (in meters)?"
727,large_overestimate,<1m,0.8,1.3190039464649133,0.6487549330811415,0.5190039464649132,median,"Measuring from the closest point of each object, what is the distance between the keyboard and the computer mouse (in meters)?"
728,large_underestimate,>=3m,4.9,1.5128377380480427,-0.6912576044799914,3.387162261951958,p90,"Measuring from the closest point of each object, what is the distance between the bowl and the keyboard (in meters)?"
729,large_underestimate,>=3m,3.2,1.2789114030175386,-0.6003401865570193,1.9210885969824616,p90,"Measuring from the closest point of each object, what is the distance between the bed and the sofa (in meters)?"
731,large_underestimate,>=3m,5.8,1.178979385948154,-0.7967276920779044,4.6210206140518455,p90,"Measuring from the closest point of each object, what is the distance between the cutting board and the bed (in meters)?"
732,large_underestimate,>=3m,12.6,1.605235860120111,-0.872600328561896,10.994764139879889,p90,"Measuring from the closest point of each object, what is the distance between the whiteboard and the trash can (in meters)?"
733,large_underestimate,>=3m,11.3,1.8562677308709266,-0.8357285193919534,9.443732269129073,p90,"Measuring from the closest point of each object, what is the distance between the table lamp and the kettle (in meters)?"
734,large_underestimate,>=3m,7.9,1.3105889163374858,-0.8341026688180397,6.589411083662514,p90,"Measuring from the closest point of each object, what is the distance between the printer and the door (in meters)?"
735,large_underestimate,>=3m,8.4,1.4294518618430583,-0.8298271593043978,6.970548138156942,p90,"Measuring from the closest point of each object, what is the distance between the telephone and the door (in meters)?"
736,large_underestimate,>=3m,8.3,1.0679302108517081,-0.8713337095359388,7.232069789148293,p90,"Measuring from the closest point of each object, what is the distance between the kettle and the door (in meters)?"
737,large_overestimate,<1m,0.4,1.2726788744653261,2.181697186163315,0.8726788744653261,p05,"Measuring from the closest point of each object, what is the distance between the laptop and the heater (in meters)?"
738,large_underestimate,>=3m,4.3,1.053242944549803,-0.7550597803372552,3.246757055450197,p90,"Measuring from the closest point of each object, what is the distance between the shoes and the door (in meters)?"
739,large_underestimate,>=3m,3.7,1.545807879593048,-0.5822140865964736,2.154192120406952,p90,"Measuring from the closest point of each object, what is the distance between the whiteboard and the telephone (in meters)?"
740,large_underestimate,>=3m,3.9,1.1268777494869513,-0.7110569873110381,2.7731222505130484,p90,"Measuring from the closest point of each object, what is the distance between the suitcase and the tv (in meters)?"
741,large_underestimate,>=3m,8.1,2.6876941045014817,-0.6681859130245084,5.412305895498518,p90,"Measuring from the closest point of each object, what is the distance between the door and the clock (in meters)?"
742,large_underestimate,>=3m,7.9,2.6086282634533857,-0.669793890702103,5.291371736546615,p90,"Measuring from the closest point of each object, what is the distance between the door and the whiteboard (in meters)?"
744,large_overestimate,1-3m,1.0,2.042521203706031,1.042521203706031,1.042521203706031,p75,"Measuring from the closest point of each object, what is the distance between the sofa and the chair (in meters)?"
745,large_overestimate,<1m,0.5,1.0756970957619267,1.1513941915238535,0.5756970957619267,p25,"Measuring from the closest point of each object, what is the distance between the bed and the chair (in meters)?"
746,large_underestimate,>=3m,9.3,1.7042924352231537,-0.8167427489007362,7.595707564776847,p90,"Measuring from the closest point of each object, what is the distance between the telephone and the tv (in meters)?"
747,large_underestimate,>=3m,9.1,1.1292880978052446,-0.8759024068345885,7.970711902194755,p90,"Measuring from the closest point of each object, what is the distance between the basket and the cutting board (in meters)?"
748,large_underestimate,>=3m,10.2,1.0109650747243641,-0.9008857769878075,9.189034925275635,p90,"Measuring from the closest point of each object, what is the distance between the laptop and the crate (in meters)?"
749,large_underestimate,>=3m,5.3,0.965232679564658,-0.8178806264972343,4.334767320435342,p90,"Measuring from the closest point of each object, what is the distance between the cutting board and the bed (in meters)?"
751,large_overestimate,<1m,0.5,1.3689929299907877,1.7379858599815754,0.8689929299907877,min,"Measuring from the closest point of each object, what is the distance between the heater and the table (in meters)?"
2070,large_underestimate,>=3m,4.0,1.7940119517034492,-0.5514970120741377,2.205988048296551,p90,"Measuring from the closest point of each object, what is the distance between the washing machine and the refrigerator (in meters)?"
2071,large_underestimate,1-3m,2.6,1.2983305027776748,-0.5006421143162789,1.3016694972223253,p90,"Measuring from the closest point of each object, what is the distance between the radiator and the chair (in meters)?"
2072,large_overestimate,<1m,0.4,0.9623062165165256,1.405765541291314,0.5623062165165256,p10,"Measuring from the closest point of each object, what is the distance between the microwave and the counter (in meters)?"
2073,large_overestimate,<1m,0.7,1.9568124607040935,1.7954463724344196,1.2568124607040936,p25,"Measuring from the closest point of each object, what is the distance between the door and the counter (in meters)?"
2075,large_overestimate,<1m,0.5,1.685745967163872,2.371491934327744,1.185745967163872,p25,"Measuring from the closest point of each object, what is the distance between the door and the closet (in meters)?"
2080,large_overestimate,<1m,0.7,2.215587813502665,2.1651254478609503,1.515587813502665,p25,"Measuring from the closest point of each object, what is the distance between the door and the window (in meters)?"
2082,large_underestimate,1-3m,2.9,1.4197839639567338,-0.5104193227735401,1.4802160360432661,p90,"Measuring from the closest point of each object, what is the distance between the tv and the window (in meters)?"
2084,large_overestimate,<1m,0.5,1.4566716062533496,1.9133432125066991,0.9566716062533496,median,"Measuring from the closest point of each object, what is the distance between the radiator and the bed (in meters)?"
2089,large_overestimate,<1m,0.8,1.2425150729640073,0.553143841205009,0.44251507296400727,p25,"Measuring from the closest point of each object, what is the distance between the backpack and the towel (in meters)?"
2100,large_overestimate,<1m,0.4,1.4441345240171455,2.610336310042863,1.0441345240171453,min,"Measuring from the closest point of each object, what is the distance between the backpack and the bed (in meters)?"
2101,large_overestimate,1-3m,1.3,1.9557261246049225,0.5044047112345557,0.6557261246049224,median,"Measuring from the closest point of each object, what is the distance between the mirror and the bed (in meters)?"
2102,large_overestimate,<1m,0.8,1.6873807477150982,1.1092259346438726,0.8873807477150981,min,"Measuring from the closest point of each object, what is the distance between the lamp and the window (in meters)?"
2103,large_overestimate,<1m,0.4,1.3295117379755825,2.323779344938956,0.9295117379755825,p10,"Measuring from the closest point of each object, what is the distance between the window and the chair (in meters)?"
2105,large_overestimate,<1m,0.5,1.2105776790749523,1.4211553581499046,0.7105776790749523,median,"Measuring from the closest point of each object, what is the distance between the pillow and the window (in meters)?"
2109,large_overestimate,1-3m,1.1,1.8552867717473682,0.6866243379521528,0.7552867717473681,median,"Measuring from the closest point of each object, what is the distance between the door and the keyboard (in meters)?"
2110,large_underestimate,>=3m,4.7,1.2711911341973814,-0.7295338012345998,3.428808865802619,p90,"Measuring from the closest point of each object, what is the distance between the nightstand and the sofa (in meters)?"
2111,large_underestimate,>=3m,3.6,1.0716519563875846,-0.7023189010034486,2.5283480436124153,p90,"Measuring from the closest point of each object, what is the distance between the nightstand and the towel (in meters)?"
2112,large_underestimate,1-3m,2.4,1.1827794750734566,-0.5071752187193931,1.2172205249265433,p90,"Measuring from the closest point of each object, what is the distance between the telephone and the tv (in meters)?"
2113,large_underestimate,>=3m,4.3,1.230651530078828,-0.7138019697491098,3.069348469921172,p90,"Measuring from the closest point of each object, what is the distance between the backpack and the tv (in meters)?"
2116,large_underestimate,>=3m,3.5,1.0550755762826924,-0.6985498353478022,2.444924423717308,p90,"Measuring from the closest point of each object, what is the distance between the counter and the sofa (in meters)?"
2120,large_underestimate,>=3m,4.5,1.6160402551192208,-0.6408799433068398,2.883959744880779,p90,"Measuring from the closest point of each object, what is the distance between the door and the clock (in meters)?"
2121,large_overestimate,<1m,0.5,1.3177890960153502,1.6355781920307004,0.8177890960153502,p10,"Measuring from the closest point of each object, what is the distance between the chair and the bed (in meters)?"
2125,large_overestimate,<1m,0.5,1.1709576121433094,1.3419152242866188,0.6709576121433094,p10,"Measuring from the closest point of each object, what is the distance between the table and the bed (in meters)?"
