doc_id,gt_bucket,question,ground_truth,pred_p75,pred_p90,mra_p75,mra_p90,delta_mra,outcome,trigger_reason,skew,accepted_candidate_mean,det_score_mean,verifier_reject_ratio,selected_count,selected_span,total_pc_min,total_pc_ratio,best_tiebreak_quantile,best_mra_quantiles
294,1-3m,"Measuring from the closest point of each object, what is the distance between the stove and the fireplace (in meters)?",1.7,0.6468057077454429,0.9021492339720438,0.0,0.1,-0.1,harm,skew,8.035213637502082,2.3636363636363638,0.5169599443674088,0.08333333333333333,10.0,45.0,920.0,0.6666666666666666,p90,p90
300,1-3m,"Measuring from the closest point of each object, what is the distance between the refrigerator and the chair (in meters)?",1.4,0.5499306419754709,0.7704002702292969,0.0,0.2,-0.2,harm,accepted_candidate_mean,5.549442696960735,3.5,0.5551312933949863,0.17647058823529413,14.0,58.0,1380.0,0.75,p90,p90
305,1-3m,"Measuring from the closest point of each object, what is the distance between the stool and the table (in meters)?",1.1,0.25718092225215206,0.45824235606675184,0.0,0.0,0.0,tie,accepted_candidate_mean,6.126711064935328,3.1333333333333333,0.5237300978465513,0.0,16.0,58.0,2530.0,1.0,p90,min|p05|p10|p25|median|p75|p90
314,1-3m,"Measuring from the closest point of each object, what is the distance between the dishwasher and the refrigerator (in meters)?",2.8,1.1476095416831888,1.2506908179140022,0.0,0.0,0.0,tie,accepted_candidate_mean,1.4907735799826716,3.4285714285714284,0.6132439374923706,0.0,9.0,52.0,690.0,0.75,p90,min|p05|p10|p25|median|p75|p90
324,<1m,"Measuring from the closest point of each object, what is the distance between the stool and the tv (in meters)?",0.7,0.7775560756268532,4.014407950565416,0.8,0.0,0.8,benefit,skew,51.889855946303236,1.6842105263157894,0.5987087994813919,0.0,9.0,22.0,920.0,0.6666666666666666,median,median
344,1-3m,"Measuring from the closest point of each object, what is the distance between the bathtub and the washer (in meters)?",1.7,1.9567299463990278,2.748992080903524,0.7,0.0,0.7,benefit,accepted_candidate_mean,7.956827744626208,3.7142857142857144,0.5644083358347416,0.125,10.0,34.0,690.0,0.75,median,median
350,1-3m,"Measuring from the closest point of each object, what is the distance between the washer and the bathtub (in meters)?",1.1,1.3374932841539433,1.3885083596175558,0.6,0.5,0.09999999999999998,benefit,accepted_candidate_mean,1.4817120320403057,3.3333333333333335,0.6528934836387634,0.14285714285714285,10.0,30.0,690.0,1.0,p10,p10
354,<1m,"Measuring from the closest point of each object, what is the distance between the washer and the bathtub (in meters)?",0.8,1.1442997132511958,1.19938260790886,0.2,0.1,0.1,benefit,accepted_candidate_mean,1.920195930931752,3.3333333333333335,0.6354736685752869,0.0,9.0,26.0,460.0,0.6666666666666666,p05,p05|p10
355,1-3m,"Measuring from the closest point of each object, what is the distance between the table and the stove (in meters)?",1.1,0.9612957355032025,1.5713085199093921,0.8,0.2,0.6000000000000001,benefit,accepted_candidate_mean,1.694063921872941,3.142857142857143,0.4889564961194992,0.0,10.0,45.0,690.0,0.6,p75,p75
356,<1m,"Measuring from the closest point of each object, what is the distance between the table and the refrigerator (in meters)?",0.8,1.1488409590683597,1.431485006733449,0.2,0.0,0.2,benefit,accepted_candidate_mean,2.9107720840807745,3.2,0.533299095928669,0.0625,13.0,45.0,1610.0,0.875,p25,p25
359,<1m,"Measuring from the closest point of each object, what is the distance between the table and the refrigerator (in meters)?",0.7,1.1960003886805266,1.420130260201765,0.0,0.0,0.0,tie,accepted_candidate_mean,1.9829576829043096,3.6,0.4857775500187507,0.07142857142857142,12.0,32.0,1380.0,0.8571428571428571,p25,p25
643,>=3m,"Measuring from the closest point of each object, what is the distance between the coat rack and the whiteboard (in meters)?",3.7,1.8216387998155592,1.8944820140805543,0.0,0.1,-0.1,harm,accepted_candidate_mean,0.7044768030896725,3.2857142857142856,0.5452530562877655,0.0,8.0,48.0,230.0,0.25,p90,p90
646,1-3m,"Measuring from the closest point of each object, what is the distance between the whiteboard and the door (in meters)?",2.9,1.4379937730049157,1.580151042331202,0.0,0.1,-0.1,harm,accepted_candidate_mean,0.9660316568177126,3.9,0.5858144283294677,0.0,13.0,60.0,1610.0,0.875,p90,p90
650,>=3m,"Measuring from the closest point of each object, what is the distance between the heater and the sofa (in meters)?",4.7,1.8543858786256733,1.934154595979777,0.0,0.0,0.0,tie,skew,14.327048459841913,2.2,0.5607001632452011,0.0,7.0,34.0,230.0,0.3333333333333333,p90,min|p05|p10|p25|median|p75|p90
654,>=3m,"Measuring from the closest point of each object, what is the distance between the power strip and the bookshelf (in meters)?",5.6,2.219337485084253,2.2622772822346437,0.0,0.0,0.0,tie,accepted_candidate_mean,1.2152629090806544,3.111111111111111,0.4832793040709062,0.0,11.0,39.0,920.0,0.5714285714285714,p90,min|p05|p10|p25|median|p75|p90
655,<1m,"Measuring from the closest point of each object, what is the distance between the chair and the monitor (in meters)?",0.4,0.7182413948253022,1.0071502378908523,0.0,0.0,0.0,tie,skew,11.277921134252939,2.7333333333333334,0.6209158953279257,0.0,14.0,49.0,1840.0,1.0,p05,p05
663,>=3m,"Measuring from the closest point of each object, what is the distance between the door and the bookshelf (in meters)?",4.1,1.3404532596336127,1.5325643760126313,0.0,0.0,0.0,tie,accepted_candidate_mean,2.0212368370882148,3.1818181818181817,0.5494203908102853,0.0,9.0,53.0,690.0,0.75,p90,min|p05|p10|p25|median|p75|p90
667,<1m,"Measuring from the closest point of each object, what is the distance between the keyboard and the telephone (in meters)?",0.7,0.6929843878438222,0.8136882346503025,1.0,0.7,0.30000000000000004,benefit,skew,10.264669396996934,1.3548387096774193,0.48380949009548535,0.0,15.0,62.0,2302.0,0.8337558855487143,p75,p75
669,>=3m,"Measuring from the closest point of each object, what is the distance between the telephone and the tv (in meters)?",4.8,1.2976713228056092,1.8024408404722099,0.0,0.0,0.0,tie,skew,11.929963359558121,1.2162162162162162,0.517685556853259,0.1111111111111111,18.0,55.0,2619.0,0.9489130434782609,p90,min|p05|p10|p25|median|p75|p90
671,>=3m,"Measuring from the closest point of each object, what is the distance between the door and the telephone (in meters)?",7.1,2.379669131346318,2.4110742289545026,0.0,0.0,0.0,tie,skew,12.913304123973678,1.5161290322580645,0.6216453249965396,0.03571428571428571,19.0,49.0,2966.0,0.9211180124223602,p90,min|p05|p10|p25|median|p75|p90
685,>=3m,"Measuring from the closest point of each object, what is the distance between the door and the heater (in meters)?",4.5,1.965453346744102,2.3009097838716537,0.0,0.1,-0.1,harm,accepted_candidate_mean,2.0700769255579146,3.5714285714285716,0.5022102097670237,0.0,9.0,38.0,460.0,0.5,p90,p90
689,<1m,"Measuring from the closest point of each object, what is the distance between the heater and the refrigerator (in meters)?",0.4,1.0368498321512107,1.191976471206068,0.0,0.0,0.0,tie,accepted_candidate_mean,1.5626620460529528,3.375,0.45127488672733307,0.14285714285714285,10.0,44.0,690.0,1.0,p10,p10
692,<1m,"Measuring from the closest point of each object, what is the distance between the heater and the door (in meters)?",0.9,0.90515694419693,2.263859736749945,1.0,0.0,1.0,benefit,skew,10.025117763065136,2.5555555555555554,0.48534248769283295,0.0,10.0,43.0,690.0,0.6,p75,p75
693,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the ceiling light (in meters)?",1.5,1.3459827722455633,1.4771017294452073,0.8,1.0,-0.19999999999999996,harm,accepted_candidate_mean,2.2967172039823853,4.125,0.6454488734404246,0.0,9.0,38.0,460.0,0.5,p90,p90
695,<1m,"Measuring from the closest point of each object, what is the distance between the door and the ceiling light (in meters)?",0.9,2.03512160328209,2.1799759901379523,0.0,0.0,0.0,tie,accepted_candidate_mean,2.947028208998071,3.142857142857143,0.5808970928192139,0.0,9.0,46.0,460.0,0.5,min,min|p05|p10|p25|median|p75|p90
698,1-3m,"Measuring from the closest point of each object, what is the distance between the toilet and the ceiling light (in meters)?",1.4,1.2297321615047907,1.7713724302771745,0.8,0.5,0.30000000000000004,benefit,skew,12.156622627377525,2.4166666666666665,0.48573894500732423,0.0,9.0,48.0,460.0,0.6666666666666666,p75,p75
706,1-3m,"Measuring from the closest point of each object, what is the distance between the monitor and the door (in meters)?",2.3,1.5230060931251004,1.773646775897971,0.4,0.6,-0.19999999999999996,harm,accepted_candidate_mean,1.6237593931133971,3.1875,0.5073811201488271,0.0,14.0,55.0,1840.0,0.8888888888888888,p90,p90
707,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the printer (in meters)?",1.2,1.2887619450863685,1.6989960181491965,0.9,0.2,0.7,benefit,accepted_candidate_mean,2.964897946755787,3.8333333333333335,0.601573047893388,0.0,12.0,41.0,1380.0,0.75,p75,p75
712,<1m,"Measuring from the closest point of each object, what is the distance between the toilet and the shoe rack (in meters)?",0.8,0.8543035267404042,1.872478399930101,0.9,0.0,0.9,benefit,skew,16.491757874868107,2.727272727272727,0.5758158456195485,0.09090909090909091,10.0,42.0,920.0,0.6666666666666666,p75,p75
714,>=3m,"Measuring from the closest point of each object, what is the distance between the door and the table (in meters)?",4.7,2.3635004123259136,2.500955127127319,0.1,0.1,0.0,tie,accepted_candidate_mean,3.7043807772914006,3.5,0.7021045461297035,0.0,9.0,14.0,690.0,0.6,p90,p75|p90
718,<1m,"Measuring from the closest point of each object, what is the distance between the bed and the chair (in meters)?",0.4,1.029981736523943,1.1101494665305989,0.0,0.0,0.0,tie,accepted_candidate_mean,1.5402479511034892,3.230769230769231,0.6790997366110484,0.0,13.0,48.0,1610.0,0.875,p05,p05
719,<1m,"Measuring from the closest point of each object, what is the distance between the bed and the heater (in meters)?",0.7,1.0946496476493885,1.2152030628776282,0.0,0.0,0.0,tie,accepted_candidate_mean,1.9067105330657672,3.272727272727273,0.6919763428824288,0.0,12.0,58.0,1150.0,0.5555555555555556,p25,p10|p25
724,<1m,"Measuring from the closest point of each object, what is the distance between the trash can and the keyboard (in meters)?",0.9,1.3353873871281103,2.009731295921313,0.1,0.0,0.1,benefit,skew,12.656791016197701,1.8333333333333333,0.5566071197390556,0.0,11.0,30.0,1150.0,0.7142857142857143,median,median
738,>=3m,"Measuring from the closest point of each object, what is the distance between the shoes and the door (in meters)?",4.3,0.9904868197104353,1.053242944549803,0.0,0.0,0.0,tie,accepted_candidate_mean,0.9272920840587082,3.1,0.5339748348508563,0.0,9.0,46.0,690.0,0.75,p90,min|p05|p10|p25|median|p75|p90
744,1-3m,"Measuring from the closest point of each object, what is the distance between the sofa and the chair (in meters)?",1.0,0.8628311810169821,2.042521203706031,0.8,0.0,0.8,benefit,skew,16.745723258373847,2.2941176470588234,0.5452942550182343,0.15384615384615385,20.0,63.0,1610.0,0.7,p75,p75
746,>=3m,"Measuring from the closest point of each object, what is the distance between the telephone and the tv (in meters)?",9.3,0.7031976184705724,1.7042924352231537,0.0,0.0,0.0,tie,skew,10.413143112610527,1.125,0.4447051174938679,0.0,8.0,11.0,690.0,0.6,p90,min|p05|p10|p25|median|p75|p90
753,1-3m,"Measuring from the closest point of each object, what is the distance between the heater and the bed (in meters)?",1.9,1.7042869900490407,1.9050823205447793,0.8,1.0,-0.19999999999999996,harm,accepted_candidate_mean,1.8386560731899977,4.571428571428571,0.6099420360156468,0.0,9.0,36.0,690.0,0.75,p90,p90
2066,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the chair (in meters)?",2.9,1.7409330036128725,1.8992207761228244,0.3,0.4,-0.10000000000000003,harm,skew,13.203652846122354,3.0833333333333335,0.532214877280322,0.0,10.0,44.0,1150.0,0.8333333333333334,p90,p90
2072,<1m,"Measuring from the closest point of each object, what is the distance between the microwave and the counter (in meters)?",0.4,0.8140454016222973,0.9623062165165256,0.0,0.0,0.0,tie,accepted_candidate_mean,2.3365801391372547,3.909090909090909,0.6307199448347092,0.0,12.0,59.0,1150.0,0.7142857142857143,p10,p10
2073,<1m,"Measuring from the closest point of each object, what is the distance between the door and the counter (in meters)?",0.7,1.7881443172253233,1.9568124607040935,0.0,0.0,0.0,tie,accepted_candidate_mean,2.480875602647555,3.6923076923076925,0.5841644138097764,0.0,15.0,34.0,2070.0,0.8178585539312525,p25,p25
2075,<1m,"Measuring from the closest point of each object, what is the distance between the door and the closet (in meters)?",0.5,1.2535723444875324,1.685745967163872,0.0,0.0,0.0,tie,accepted_candidate_mean,1.9217893727010271,3.25,0.46568778795855387,0.0,12.0,53.0,1380.0,0.75,p25,p25
2084,<1m,"Measuring from the closest point of each object, what is the distance between the radiator and the bed (in meters)?",0.5,0.7354737132694831,1.4566716062533496,0.1,0.0,0.1,benefit,skew,8.404419947307192,3.4545454545454546,0.6059246609608332,0.07692307692307693,12.0,38.0,1150.0,0.8333333333333334,median,median
2092,<1m,"Measuring from the closest point of each object, what is the distance between the table and the backpack (in meters)?",0.7,0.7759092748107252,0.9322143102138563,0.8,0.4,0.4,benefit,accepted_candidate_mean,2.2885595342484493,3.1538461538461537,0.5338401413626142,0.0,13.0,63.0,2070.0,1.0,p75,median|p75
2099,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the backpack (in meters)?",1.7,1.2704287306686162,1.5173725470420563,0.5,0.8,-0.30000000000000004,harm,accepted_candidate_mean,4.278111597202083,3.6666666666666665,0.5800463333725929,0.0,16.0,54.0,2070.0,0.8181818181818182,p90,p90
2100,<1m,"Measuring from the closest point of each object, what is the distance between the backpack and the bed (in meters)?",0.4,1.255095612121144,1.4441345240171455,0.0,0.0,0.0,tie,accepted_candidate_mean,2.2765853107412046,3.25,0.5697858664724562,0.1111111111111111,11.0,55.0,920.0,1.0,min,min
2103,<1m,"Measuring from the closest point of each object, what is the distance between the window and the chair (in meters)?",0.4,1.2557092990075676,1.3295117379755825,0.0,0.0,0.0,tie,accepted_candidate_mean,1.3039396550837101,3.375,0.6173227975765864,0.0,9.0,27.0,690.0,1.0,p10,p10
2113,>=3m,"Measuring from the closest point of each object, what is the distance between the backpack and the tv (in meters)?",4.3,1.2132743367945786,1.230651530078828,0.0,0.0,0.0,tie,accepted_candidate_mean,1.936648944542098,3.6,0.6816798448562622,0.0,8.0,7.0,690.0,0.75,p90,min|p05|p10|p25|median|p75|p90
2114,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the bookshelf (in meters)?",1.2,1.5561131743775019,1.7852319618529489,0.5,0.1,0.4,benefit,accepted_candidate_mean,0.7514547835052114,3.272727272727273,0.5151965182561141,0.07692307692307693,11.0,42.0,1150.0,0.7142857142857143,median,median
2116,>=3m,"Measuring from the closest point of each object, what is the distance between the counter and the sofa (in meters)?",3.5,0.9496456717335342,1.0550755762826924,0.0,0.0,0.0,tie,accepted_candidate_mean,1.9787331816947238,3.625,0.6380592722159165,0.07692307692307693,7.0,6.0,1380.0,1.0,p90,min|p05|p10|p25|median|p75|p90
2121,<1m,"Measuring from the closest point of each object, what is the distance between the chair and the bed (in meters)?",0.5,1.0891604184870167,1.3177890960153502,0.0,0.0,0.0,tie,accepted_candidate_mean,2.0398247415737876,3.5833333333333335,0.634551091836049,0.11764705882352941,14.0,55.0,1380.0,0.8571428571428571,p10,p10
2125,<1m,"Measuring from the closest point of each object, what is the distance between the table and the bed (in meters)?",0.5,0.9607983133869789,1.1709576121433094,0.0,0.0,0.0,tie,accepted_candidate_mean,3.5212460478972267,3.642857142857143,0.6965490049786038,0.1,10.0,33.0,920.0,1.0,p10,p10
2127,<1m,"Measuring from the closest point of each object, what is the distance between the telephone and the chair (in meters)?",0.5,0.7965385343670476,0.8555715235096905,0.0,0.0,0.0,tie,accepted_candidate_mean,1.7126797340262256,3.8333333333333335,0.592452119697224,0.0,16.0,47.0,2300.0,0.8333333333333334,p05,p05
2128,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the telephone (in meters)?",2.5,1.0296408000061843,1.0737498188168584,0.0,0.0,0.0,tie,accepted_candidate_mean,2.095691785167317,3.1666666666666665,0.559265997260809,0.0,9.0,14.0,690.0,0.6,p90,min|p05|p10|p25|median|p75|p90
2130,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the towel (in meters)?",1.3,1.285235168297365,1.3963123535326538,1.0,0.9,0.09999999999999998,benefit,accepted_candidate_mean,1.177078010107292,3.625,0.47720038559701705,0.0,9.0,30.0,920.0,0.8,p75,p75
2135,>=3m,"Measuring from the closest point of each object, what is the distance between the radiator and the mattress (in meters)?",4.2,1.6248297274227013,1.685458364492928,0.0,0.0,0.0,tie,skew,8.522379856476649,3.4166666666666665,0.6426204328353589,0.0,12.0,50.0,1380.0,0.8571428571428571,p90,min|p05|p10|p25|median|p75|p90
2137,>=3m,"Measuring from the closest point of each object, what is the distance between the door and the radiator (in meters)?",5.3,1.8583387344992963,2.0130967717649972,0.0,0.0,0.0,tie,accepted_candidate_mean,0.4206491706021772,3.5454545454545454,0.6093346693299033,0.0,10.0,44.0,920.0,0.5714285714285714,p90,min|p05|p10|p25|median|p75|p90
2140,1-3m,"Measuring from the closest point of each object, what is the distance between the table and the nightstand (in meters)?",2.4,1.750405860671913,1.8178975885807835,0.5,0.6,-0.09999999999999998,harm,accepted_candidate_mean,0.1155171050627055,3.5,0.5549200375874838,0.0,11.0,50.0,1150.0,0.7142857142857143,p90,p90
2141,1-3m,"Measuring from the closest point of each object, what is the distance between the nightstand and the chair (in meters)?",2.9,1.0347787424581358,1.1039308978222253,0.0,0.0,0.0,tie,accepted_candidate_mean,1.7569182211878216,3.5833333333333335,0.5573229700326919,0.09090909090909091,11.0,46.0,690.0,0.5,p90,min|p05|p10|p25|median|p75|p90
2147,<1m,"Measuring from the closest point of each object, what is the distance between the table and the backpack (in meters)?",0.7,0.9936014935856338,1.096099427248109,0.2,0.0,0.2,benefit,accepted_candidate_mean,1.8640046031038902,3.6363636363636362,0.724363487958908,0.0,18.0,47.0,3220.0,0.875,p25,p25
2150,1-3m,"Measuring from the closest point of each object, what is the distance between the table and the printer (in meters)?",2.3,0.6987601666112176,0.8529299083119505,0.0,0.0,0.0,tie,accepted_candidate_mean,2.34865111459301,3.1538461538461537,0.6562147094653203,0.0,11.0,61.0,1380.0,0.8571428571428571,p90,min|p05|p10|p25|median|p75|p90
2151,1-3m,"Measuring from the closest point of each object, what is the distance between the table and the backpack (in meters)?",2.3,1.0774831140095433,1.2088907355390015,0.0,0.1,-0.1,harm,accepted_candidate_mean,1.2609138964622855,3.1538461538461537,0.5071810518994051,0.0,14.0,33.0,1840.0,0.8888888888888888,p90,p90
2153,1-3m,"Measuring from the closest point of each object, what is the distance between the backpack and the refrigerator (in meters)?",1.2,1.1012397144444925,1.7216162310596508,0.9,0.2,0.7,benefit,skew,9.558248252344246,2.5714285714285716,0.44104547585759846,0.0,10.0,43.0,690.0,0.749185667752443,p75,p75
2155,1-3m,"Measuring from the closest point of each object, what is the distance between the towel and the window (in meters)?",1.5,1.5541368127104729,1.6160660029444749,1.0,0.9,0.09999999999999998,benefit,accepted_candidate_mean,0.3588035540400891,3.7142857142857144,0.5162380933761597,0.2222222222222222,10.0,43.0,690.0,0.75,median,median|p75
2157,<1m,"Measuring from the closest point of each object, what is the distance between the mirror and the towel (in meters)?",0.7,1.3295914688520376,1.532354315184632,0.0,0.0,0.0,tie,accepted_candidate_mean,1.2954097547276406,4.571428571428571,0.5102878987789154,0.0,9.0,46.0,230.0,0.25,p25,p25
2158,<1m,"Measuring from the closest point of each object, what is the distance between the door and the window (in meters)?",0.8,1.4167070436527802,1.5501237886060166,0.0,0.0,0.0,tie,accepted_candidate_mean,2.098376597606546,3.5454545454545454,0.578942293470556,0.0,11.0,45.0,1150.0,0.8333333333333334,p25,p25
2160,1-3m,"Measuring from the closest point of each object, what is the distance between the printer and the refrigerator (in meters)?",1.0,1.3603525112902783,2.075787969829407,0.3,0.0,0.3,benefit,accepted_candidate_mean,2.4645815779963858,3.8333333333333335,0.5570555145923908,0.0,12.0,57.0,1380.0,0.8571428571428571,median,median
2162,1-3m,"Measuring from the closest point of each object, what is the distance between the bookshelf and the sofa (in meters)?",2.7,1.8141498401298604,1.9500348599534865,0.4,0.5,-0.09999999999999998,harm,accepted_candidate_mean,2.213145216328201,3.3333333333333335,0.5917692879835764,0.0,14.0,46.0,2070.0,1.0,p90,p90
2164,>=3m,"Measuring from the closest point of each object, what is the distance between the backpack and the bookshelf (in meters)?",3.7,1.5752509878380496,1.6217834854560111,0.0,0.0,0.0,tie,accepted_candidate_mean,0.4404724151351838,3.5,0.5697499002729144,0.0,9.0,27.0,690.0,0.75,p90,min|p05|p10|p25|median|p75|p90
2167,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the radiator (in meters)?",2.3,0.8682561959774384,1.5819829335883993,0.0,0.4,-0.4,harm,accepted_candidate_mean,7.054107553242003,3.1666666666666665,0.6327866037686666,0.0,12.0,37.0,1610.0,0.875,p90,p90
2168,1-3m,"Measuring from the closest point of each object, what is the distance between the mirror and the backpack (in meters)?",1.2,1.6195351918558856,1.6835500193723747,0.4,0.2,0.2,benefit,accepted_candidate_mean,0.2903659513738542,4.090909090909091,0.5662259638309479,0.0,9.0,27.0,1150.0,1.0,p25,p25
2169,1-3m,"Measuring from the closest point of each object, what is the distance between the door and the mirror (in meters)?",1.0,1.3647938615087856,1.4337251661989754,0.3,0.2,0.09999999999999998,benefit,accepted_candidate_mean,1.238639375202082,3.6666666666666665,0.6106121718883515,0.0,12.0,33.0,1610.0,0.875,p25,p25
2171,1-3m,"Measuring from the closest point of each object, what is the distance between the bookshelf and the sofa (in meters)?",2.4,1.0166918758108228,1.1257196502760296,0.0,0.0,0.0,tie,accepted_candidate_mean,0.4797568062012745,3.9166666666666665,0.7529881112277508,0.0,8.0,12.0,690.0,0.6,p90,min|p05|p10|p25|median|p75|p90
2172,>=3m,"Measuring from the closest point of each object, what is the distance between the tv and the bookshelf (in meters)?",5.4,1.6320425886935008,1.7324812068814694,0.0,0.0,0.0,tie,skew,16.677169108763636,4.0,0.7638616681098938,0.0,12.0,42.0,1150.0,0.5,p90,min|p05|p10|p25|median|p75|p90
2174,>=3m,"Measuring from the closest point of each object, what is the distance between the radiator and the bookshelf (in meters)?",5.7,1.561100871925642,1.7067871707630504,0.0,0.0,0.0,tie,accepted_candidate_mean,2.108892996969647,3.5,0.6129685062915087,0.0,12.0,46.0,1610.0,0.7777777777777778,p90,min|p05|p10|p25|median|p75|p90
2181,<1m,"Measuring from the closest point of each object, what is the distance between the door and the sofa (in meters)?",0.7,0.7496916499404254,0.8253925684929608,0.9,0.7,0.20000000000000007,benefit,accepted_candidate_mean,1.9951076400525942,3.2222222222222223,0.805846189459165,0.0,12.0,29.0,1150.0,0.7142857142857143,median,median|p75
